;;;;;;;;;En caso de modificacion, rellenar esta columna;;;;;;;;;;;;;;;;
;;EXJC 201318;;Proximas fechas de expedicion;;;;;;;;;;;;;;;;;;;;;
;;;;;Informacion  Pendiente;;;;;Salida  fabrica aproximada;;;;;;;;;;;;;;;
Numero de Ascensor Orona;Tipo/Carga/   Paradas;Cliente;Poblacion de Obra;Direccion de obra;Conf, de plano;Conf. De plano necesaria antes de;Acabados de cabina;Acabados de cabina necesarios antes de;Material comercial (Puertas fermator y Selcom, maquina Sassi...);Semana ;Dia;Salida de      fabrica    requerida  (d/m/yyyy);;;;;;;;;;;;;
EXBO19461JC;O3G_1062/8/9;MEDJUGORJE;Cochabamba;Cochabamba;N196262 - Confirmado;-;Confirmado;-;-;201326;27/06/2013;;;;;;;;;;;;;;
EXBO19463JC;O3G_1010/6/8;LOLITA MAÑUECA;La paz;La paz;N196264 - Confirmado;-;Confirmado;-;-;201326;27/06/2013;;;;;;;;;;;;;;
EXBO17796JC;O3G_1010/6/4;HOTEL REAL AUDIENCIA;Sucre;Sucre;N194584 - No confirmado;20/05/2013;Confirmado;-;-;201327;05/07/2013;;;;;;;;;;;;;;
EXBO18928JC;O3G_1062/6/5;BELFORT;La paz;La paz;N195625 - No confirmado;20/05/2013;Confirmado;-;-;201327;05/07/2013;;;;;;;;;;;;;;
EXBO18980JC;O3G_1062/06/15;TORRE JULIETA;La paz;La paz;N195686 - No confirmado;20/05/2013;Confirmado;-;-;201327;05/07/2013;;;;;;;;;;;;;;
EXBO18981JC;O3G_1062/06/15;TORRE JULIETA;La paz;La paz;N195686 - No confirmado;20/05/2013;Confirmado;-;-;201327;05/07/2013;;;;;;;;;;;;;;
EXBO18984JC;O3G_1010/6/6;LOS PINOS 3;La paz;La paz;N195713A - No confirmado;20/05/2013;Confirmado;-;-;201327;05/07/2013;;;;;;;;;;;;;;
EXBO19030JC;O3G_1010/8/9;TANNAT;Cochabamba;Cochabamba;Sin plano;No Definida;Confirmado;-;-;201327;05/07/2013;;;;;;;;;;;;;;
EXBO19058JC;O3G_1062/6/9;MONTERREY;La paz;La paz;N195808 - No confirmado;20/05/2013;Confirmado;-;-;201327;05/07/2013;;;;;;;;;;;;;;
EXBO19059JC;O3G_1062/06/10;MONTERREY;La paz;La paz;N195809 - No confirmado;20/05/2013;Confirmado;-;-;201327;05/07/2013;;;;;;;;;;;;;;
EXBO19464JC;O3G_1060/6/6;VICTOR SILES;La paz;La paz;Sin plano;No Definida;Confirmado;-;-;201327;05/07/2013;;;;;;;;;;;;;;
EXBO19465JC;O3G_1062/08/17;ESTRATEGIAS CORPORATIVAS;La paz;La paz;N196278 - No confirmado;20/05/2013;Confirmado;-;-;201327;05/07/2013;;;;;;;;;;;;;;
EXBO19466JC;O3G_1062/08/17;ESTRATEGIAS CORPORATIVAS;La paz;La paz;N196278 - No confirmado;20/05/2013;Confirmado;-;-;201327;05/07/2013;;;;;;;;;;;;;;
EXBO19467JC;O3G_1062/4/6;DARIO;La paz;La paz;N196266 - No confirmado;20/05/2013;Confirmado;-;-;201327;05/07/2013;;;;;;;;;;;;;;
EXBO19482JC;O3G_1062/4/5;SIMA;Cochabamba;Cochabamba;N196479 - No confirmado;20/05/2013;Confirmado;-;-;201327;05/07/2013;;;;;;;;;;;;;;
EXBO19617JC;O3G_1062/08/10;LOLITA;La paz;La paz;N196509 - No confirmado;20/05/2013;Confirmado;-;-;201327;05/07/2013;;;;;;;;;;;;;;
EXBO19618JC;O3G_1010/6/7;QUE SOL;La paz;La paz;N196403 - No confirmado;20/05/2013;Confirmado;-;-;201327;05/07/2013;;;;;;;;;;;;;;
EXBO19619JC;O3G_1062/13/09;CLINICA  PONCE DE LEON;Santa cruz;Santa cruz;N196404A - No confirmado;20/05/2013;Confirmado;-;-;201327;05/07/2013;;;;;;;;;;;;;;
EXBO19622JC;O3G_1062/6/6;VILLALBA;La paz;La paz;N196409 - No confirmado;20/05/2013;Confirmado;-;-;201327;05/07/2013;;;;;;;;;;;;;;
EXBO19881JC;O3G_1010/8/7;GONQUIN;Cochabamba;Cochabamba;N196816 - No confirmado;20/05/2013;Confirmado;-;-;201327;05/07/2013;;;;;;;;;;;;;;
EXBO19914JC;O3G_1015/8/9;TANNAT;Cochabamba;Cochabamba;Sin plano;No Definida;Confirmado;-;-;201327;05/07/2013;;;;;;;;;;;;;;
EXBO19921JC;O3G_1062/8/8;LUNA 2;La paz;La paz;N196856 - No confirmado;20/05/2013;Confirmado;-;-;201327;05/07/2013;;;;;;;;;;;;;;
EXBO19969JC;O3G_1062/4/9;TORRE FUERTE;La paz;La paz;N196939 - No confirmado;20/05/2013;Confirmado;-;-;201327;05/07/2013;;;;;;;;;;;;;;
EXBO19970JC;O3G_1062/6/9;ROSENDO GONZALES;Cochabamba;Cochabamba;N196940 - No confirmado;20/05/2013;Confirmado;-;-;201327;05/07/2013;;;;;;;;;;;;;;
EXBO20041JC;O3G_1010/8/6;HINOJOSA;Cochabamba;Cochabamba;N196987 - No confirmado;20/05/2013;Confirmado;-;-;201327;05/07/2013;;;;;;;;;;;;;;
EXBO20052JC;O3G_1062/6/9;CONDOMINIO VILLA ALCALA;Cochabamba;Cochabamba;Sin plano;No Definida;Confirmado;-;-;201327;05/07/2013;;;;;;;;;;;;;;
EXBO20053JC;O3G_1062/6/9;CONDOMINIO VILLA ALCALA;Cochabamba;Cochabamba;Sin plano;No Definida;Confirmado;-;-;201327;05/07/2013;;;;;;;;;;;;;;
EXBO20108JC;O3G_1062/4/5;KATALIN;La paz;La paz;Sin plano;No Definida;Confirmado;-;-;201327;05/07/2013;;;;;;;;;;;;;;
EXBO20111JC;O3G_1062/6/3;SAN JUDAS TADEO;Potosi;Potosi;Sin plano;No Definida;Confirmado;-;-;201330;23/07/2013;;;;;;;;;;;;;;
EXBO17297JC;O3G_1010/8/8;ROOSER SAN MIGUEL;La paz;La paz;N193843C - Confirmado;-;Confirmado;-;-;201331;30/07/2013;;;;;;;;;;;;;;
EXBO20055JC;O3G_1062/6/9;LOS NUEVOS PINOS;La paz;La paz;Sin plano;No Definida;Confirmado;-;-;201331;30/07/2013;;;;;;;;;;;;;;
EXBO20056JC;O3G_1062/6/9;LOS NUEVOS PINOS;La paz;La paz;Sin plano;No Definida;Confirmado;-;-;201331;30/07/2013;;;;;;;;;;;;;;
EXBO20057JC;O3G_1062/6/9;LOS NUEVOS PINOS;La paz;La paz;Sin plano;No Definida;Confirmado;-;-;201331;30/07/2013;;;;;;;;;;;;;;
EXBO20058JC;O3G_1062/6/9;LOS NUEVOS PINOS;La paz;La paz;Sin plano;No Definida;Confirmado;-;-;201331;30/07/2013;;;;;;;;;;;;;;
EXBO20099JC;O3G_1062/8/9;TORRES SOLERA A;Cochabamba;Cochabamba;Sin plano;No Definida;Confirmado;-;-;201331;30/07/2013;;;;;;;;;;;;;;
EXBO20100JC;O3G_1062/6/7;TORRES SOLERA B1;Cochabamba;Cochabamba;Sin plano;No Definida;Confirmado;-;-;201331;30/07/2013;;;;;;;;;;;;;;
EXBO20101JC;O3G_1062/6/7;TORRES SOLERA B2;Cochabamba;Cochabamba;Sin plano;No Definida;Confirmado;-;-;201331;30/07/2013;;;;;;;;;;;;;;
EXBO17592JC;O3G_1062/08/14;LAS ACACIAS;Cochabamba;Cochabamba;N194248 - Confirmado;-;Confirmado;-;-;201335;26/08/2013;;;;;;;;;;;;;;
EXBO19458JC;O3G_1062/08/16;SANTA ANA DE CALA CALA;Cochabamba;Cochabamba;N196481 - Confirmado;-;Confirmado;-;-;201335;26/08/2013;;;;;;;;;;;;;;
EXBO19459JC;O3G_1062/08/16;SANTA ANA DE CALA CALA;Cochabamba;Cochabamba;N196481 - Confirmado;-;Confirmado;-;-;201335;26/08/2013;;;;;;;;;;;;;;
EXBO19620JC;O3G_1062/8/9;CLINICA MONTALVO;Santa cruz;Santa cruz;Sin plano;No Definida;Confirmado;-;-;201347;20/11/2013;;;;;;;;;;;;;;
EXBO20112JC;O3G_1062/4/4;LAS CUTAS;Santa cruz;Santa cruz;Sin plano;No Definida;Confirmado;-;-;201349;03/12/2013;;;;;;;;;;;;;;
EXBO20113JC;O3G_1062/4/4;LAS CUTAS;Santa cruz;Santa cruz;Sin plano;No Definida;Confirmado;-;-;201349;03/12/2013;;;;;;;;;;;;;;
EXBO17799JC;O3G_1062/06/16;LA AUBE;Cochabamba;Cochabamba;N194579 - Confirmado;-;Confirmado;-;-;201406;03/02/2014;;;;;;;;;;;;;;
EXBO17800JC;O3G_1062/06/16;LA AUBE;Cochabamba;Cochabamba;N194581 - Confirmado;-;Confirmado;-;-;201406;03/02/2014;;;;;;;;;;;;;;
EXBO19621JC;O3G_1010/6/6;PAMELA;Cochabamba;Cochabamba;N196510 - No confirmado;18/12/2013;Confirmado;-;-;201408;17/02/2014;;;;;;;;;;;;;;
EXBO02874JC;O3G_1062/06/17;TORRE AMERICA;La paz;* (torre america);N174537A - No confirmado;No Definida;No confirmado;No Definida;-;No Definida;No Definida;;;;;;;;;;;;;;
EXBO02875JC;O3G_1062/06/17;TORRE AMERICA;La paz;* (torre america);N174537A - No confirmado;No Definida;No confirmado;No Definida;-;No Definida;No Definida;;;;;;;;;;;;;;
EXBO05244JC;O3G_1062/6/5;COSTA DORADA;Santa cruz;* (costa dorada);N177705 - No confirmado;No Definida;No confirmado;No Definida;-;No Definida;No Definida;;;;;;;;;;;;;;
EXBO05334JC;O3G_1062/08/13;TORRE IMPERIALE;Santa cruz;* (torre imperiale);N177954 - No confirmado;No Definida;Confirmado;-;-;No Definida;No Definida;;;;;;;;;;;;;;
EXBO05335JC;O3G_1062/08/13;TORRE IMPERIALE;Santa cruz;* (torre imperiale);N177954 - No confirmado;No Definida;Confirmado;-;-;No Definida;No Definida;;;;;;;;;;;;;;
EXBO06856JC;O3G_1062/4/5;LUJOS;Santa cruz;- (lujos);N180215 - Confirmado;-;No confirmado;No Definida;-;No Definida;No Definida;;;;;;;;;;;;;;
EXBO07954JC;O3G_1062/13/04;MERCADO LA SUIZA;La paz;La paz (mercado la suiza) (mercado la su;N181791 - No confirmado;No Definida;Confirmado;-;-;No Definida;No Definida;;;;;;;;;;;;;;
EXBO07955JC;O3G_1015/8/4;MERCADO LA SUIZA;La paz;La paz (mercado la suiza) (mercado la su;N181792A - No confirmado;No Definida;Confirmado;-;-;No Definida;No Definida;;;;;;;;;;;;;;
EXBO07966JC;O3G_1062/8/9;PARADISO;La paz;La paz (paradiso);N181922 - No confirmado;No Definida;Confirmado;-;-;No Definida;No Definida;;;;;;;;;;;;;;
EXBO07968JC;O3G_1062/8/9;PARQUE 15;La paz;La paz (parque 15);N181924 - No confirmado;No Definida;No confirmado;No Definida;-;No Definida;No Definida;;;;;;;;;;;;;;
EXBO07969JC;O3G_1062/8/9;PARQUE 15;La paz;La paz (parque 15);N181924 - No confirmado;No Definida;No confirmado;No Definida;-;No Definida;No Definida;;;;;;;;;;;;;;
EXBO07970JC;O3G_1062/8/9;PARQUE 15;La paz;La paz (parque 15);N181924 - No confirmado;No Definida;No confirmado;No Definida;-;No Definida;No Definida;;;;;;;;;;;;;;
EXBO07971JC;O3G_1062/8/9;PARQUE 15;La paz;La paz (parque 15);N181924 - No confirmado;No Definida;No confirmado;No Definida;-;No Definida;No Definida;;;;;;;;;;;;;;
EXBO08630JC;O3G_1062/6/3;-;Cochabamba;Cochabamba (huper mall(departamenteos));N182655A - No confirmado;No Definida;No confirmado;No Definida;-;No Definida;No Definida;;;;;;;;;;;;;;
EXBO08631JC;O3G_2016/8/8;HUPER CENTER CENTRO COMERCIAL;Cochabamba;Cochabamba (huper center centro comercia;N182656A - No confirmado;No Definida;Confirmado;-;-;No Definida;No Definida;;;;;;;;;;;;;;
EXBO08632JC;O3G_2016/8/8;HUPER CENTER CENTRO COMERCIAL;Cochabamba;Cochabamba (huper center centro comercia;N182656A - No confirmado;No Definida;Confirmado;-;-;No Definida;No Definida;;;;;;;;;;;;;;
EXBO09725JC;O3G_1062/6/7;LA PRADEROA 4TA TORRE;La paz;La paz (la praderoa 4ta torre);N184053 - No confirmado;No Definida;Confirmado;-;-;No Definida;No Definida;;;;;;;;;;;;;;
EXBO09823JC;O3G_1062/8/7;TARIJA;La paz;La paz (tarija);N184154 - No confirmado;No Definida;Confirmado;-;-;No Definida;No Definida;;;;;;;;;;;;;;
EXBO09824JC;O3G_1062/8/7;TARIJA;La paz;La paz (tarija);N184155 - No confirmado;No Definida;Confirmado;-;-;No Definida;No Definida;;;;;;;;;;;;;;
EXBO12687JC;O3G_1062/8/9;MUSTAFA;La paz;La paz;N187993 - No confirmado;No Definida;Confirmado;-;-;No Definida;No Definida;;;;;;;;;;;;;;
EXBO12695JC;O3G_1062/6/7;CONDOMINIO JOFIEL;La paz;La paz;N188008 - No confirmado;No Definida;Confirmado;-;-;No Definida;No Definida;;;;;;;;;;;;;;
EXBO16007JC;O3G_1010/6/8;LAS TUNAS;La paz;La paz;N192236 - No confirmado;No Definida;Confirmado;-;-;No Definida;No Definida;;;;;;;;;;;;;;
EXBO16669JC;O3G_1062/6/9;LOS NUEVOS PINOS;La paz;La paz;N192971 - No confirmado;No Definida;Confirmado;-;-;No Definida;No Definida;;;;;;;;;;;;;;
EXBO16670JC;O3G_1062/6/9;LOS NUEVOS PINOS;La paz;La paz;N192972 - No confirmado;No Definida;Confirmado;-;-;No Definida;No Definida;;;;;;;;;;;;;;
EXBO94550JC;O3G_1062/6/9;CRISTIANI A;Santa cruz;(cristiani a);N161795 - No confirmado;No Definida;Confirmado;-;-;No Definida;No Definida;;;;;;;;;;;;;;
EXBO94551JC;O3G_1062/6/9;CRISTIANI B;Santa cruz;(cristiani b);N161795 - No confirmado;No Definida;Confirmado;-;-;No Definida;No Definida;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
03-may-13;;Las fechas de expedicion seran validas unicamente si todos los datos han sido definidos, los planos confirmados y las condiciones de pago cumplidas.;;;;;;;;;;;;;;;;;;;;;;;
;"Se ruega revisen y confirmen las Fechas de Expedicion requeridas.
Por FAX o e-mail a EAV1@orona-group.com";;;;;;;;;;;;;;;;;;;;;;;;
;;La fecha de llegada a destino dependera de la disponibilidad del transporte. ( Interlocutor : EALCAYAGA@orona-group.com));;;;;;;;;;Signature:;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;Separa los ascensores por semana.;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;"El ascensor se encuentra en estado de ""No modificable por el cliente"" o ""En fabricacion"".";;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;Se ha efectuado algun cambio en la informacion respecto al listado anterior.;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;ROJO;Lanzamiento a fabricacion proximo con confirmaciones aun pendientes. Completar informacion requerida o comunicar nueva semana de envio.;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;AZUL;El ascensor esta expedido.;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
