;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;NEG;NEGOCIACION;;17;2,3%;;;RELACION DE CONTRATOS VIGENTES VRS VENCIDOS;;;;;EN DESAR.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;TOTAL FUNCIONANDO;TOTAL EQUIPO FUNCIONANDO;;505;69,6%;;;EN DESARROLLO:;;MEJORA AL 2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;PER;PERDIDOS;;4;0,6%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;TOTAL EQUIPOS;;;726;726;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NO MODIFICAR ESTAS COLUMNAS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CLIENTE;EXBO;NOMBRE ENCARGADO DE PAGO;TELEFONO;ACTUALIZACIÓN;ZONA;ESTADO;SEGUIMIENTO;HORA COBRO;DÍA DE COBRO PLANIFICADO;PLAN DE PAGO;LUGAR DE PAGO; FECHA ACTA PROVISIONAL; FECHA ACTA TECNICO INGENIERA;FECHA ACTA;MESES;FECHA FIN;Gestión anterior;Gestión anterior;ENERO;;FEB.;;MARZO;;ABRIL;;MAYO;;JUNIO;;JULIO;;AGOS.;;SEP.;;OCT.;;NOV;;DIC.;;ANALISIS PAGOS MANT.;Analisis Fin mant. Gratuito, para CONT. MANTENIMIENTO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;DEFINITIVA;GRATUITOS;MAT. GRAT;meses;monto total;$US;Si;$US;Si;$US;Si;$US;Si;$US;Si;$US;Si;$US;Si;$US;Si;$US;Si;$US;Si;$US;Si;$US;Si;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16 DE JULIO;12696 JC;;;;;EOF;;;;;;;;;;;;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;;fecha acta entrega?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25 de MAYO = ex-VARGAS GOMEZ;82822 JC;;;;;MAN;;;11;PRE;;;;22-abr-10;3;22-jul-10;;;50;X;50;X;50;X;50;X;50;X;60;X;60;X;60;;60;;60;;60;;60;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4 ESTACIONES  ESTE;85838 JC;;;;;MAN;;;15;POST;;;;30-dic-09;3;30-mar-10;DIC;0,00;80;X;80;X;80;X;80;;80;;80;;80;;80;;80;;80;;80;;80;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4 ESTACIONES  OESTE;85839 JC;;;;;MAN;;;15;POST;;;;5-ene-10;3;5-abr-10;DIC;0,00;80;X;80;X;80;X;80;;80;;80;;80;;80;;80;;80;;80;;80;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ABSOLUM;95319 JC;;;;;MAN;;;16;POST;;;;7-feb-12;3;7-may-12;DIC;0,00;100;X;100;X;100;X;100;;100;;100;;100;;100;;100;;100;;100;;100;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ACUARIO   A;65959 JC;;;;;MAN;;16:00;19;POST;Edificio;;;27-abr-07;6;27-oct-07;DIC;0,00;75;X;75;X;75;X;75;;75;;75;;75;;75;;75;;75;;75;;75;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ACUARIO   B;65960 JC;;;;;MAN;;16:00;19;POST;Edificio;;;27-abr-07;6;27-oct-07;DIC;0,00;75;X;75;X;75;X;75;;75;;75;;75;;75;;75;;75;;75;;75;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AE;85384 JC;;;;;CRI;;;29;POST;Edificio;;;20-ene-10;3;20-abr-10;;;100;;100;;100;;100;;100;;100;;100;;100;;100;;100;;100;;100;;-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AGABE;87200JC;;;;;MAN;;;5;PRE;Edificio;;;21-oct-10;4;21-feb-11;;;95;X;95;X;95;X;95;X;95;;95;;95;;95;;95;;95;;95;;95;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AGENAL SCZ;68507 JC;;;;;MAN;;10:00;11;PRE;Edificio;;;30-jun-08;3;30-sep-08;;;80;X;80;X;80;X;80;X;80;;80;;80;;80;;80;;80;;80;;80;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AIDISA;01444 JC;;;;;MAN;;;20;POST;;;;20-mar-12;3;20-jun-12;;;100;X;100;X;100;X;100;;100;;100;;100;;100;;100;;100;;100;;100;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AIS/B;62170 JC;;;;;MAN;;;25;PRE;Of. JyC;;;23-sep-05;3;23-dic-05;;;90;X;90;X;90;X;90;X;90;;90;;90;;90;;90;;90;;90;;90;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALBERTO I;34976 JC;;;;;MAN;;9:30;10;POST;Edificio;;;28-feb-98;3;28-may-98;DIC;0,00;70;X;70;X;70;X;70;;70;;70;;70;;70;;70;;70;;70;;70;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALESSANDRA;;;;;;EOB;;;;;;;;;;;;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;;fecha acta entrega?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALHAMBRA  A;73633 JC;;;;;MAN;;10:00;16;PRE;Oficina;;;24-jul-08;6;24-ene-09;;;90;X;90;X;90;X;90;X;90;;90;;90;;90;;90;;90;;90;;90;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALHAMBRA  B;73634 JC;;;;;MAN;;10:00;16;PRE;Oficina;;;24-jul-08;6;24-ene-09;;;90;X;90;X;90;X;90;X;90;;90;;90;;90;;90;;90;;90;;90;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALHAMBRA II;04654 JC;;;;;MAN;;;20;POST;Edificio;;;30-may-12;6;30-nov-12;DIC;0,00;90;X;90;X;90;X;90;;90;;90;;90;;90;;90;;90;;90;;90;;-2;;;720;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALMARO;73315 JC;;;;;MAN;;;15;PRE;Edificio;;;3-ago-09;3;3-nov-09;DIC;0,00;75;X;75;X;75;X;75;X;75;;75;;75;;75;;75;;75;;75;;75;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALMUDENA ;92278 JC;;;;;MAN;;;15;POST;;;;18-ene-11;3;18-abr-11;;;100;X;100;X;100;X;100;;100;;100;;100;;100;;100;;100;;100;;100;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALTAMIRA A;79362 JC;;;;;MAN;;;12;POST;;;;10-oct-09;6;10-abr-10;DIC;0,00;100;X;100;X;100;X;100;;100;;100;;100;;100;;100;;100;;100;;100;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALTAMIRA B;79363 JC;;;;;MAN;;;12;POST;;;;10-oct-09;6;10-abr-10;DIC;0,00;100;X;100;X;100;X;100;;100;;100;;100;;100;;100;;100;;100;;100;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALTAMIRA C;79364 JC;;;;;MAN;;;12;POST;;;;10-oct-09;6;10-abr-10;DIC;0,00;100;X;100;X;100;X;100;;100;;100;;100;;100;;100;;100;;100;;100;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALVAREZ;95313 JC;;;;;MAN;;;25;PRE;;;;1-jul-11;3;1-oct-11;;;70;X;70;X;70;X;70;X;70;X;70;X;70;X;70;X;70;X;70;;70;;70;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALY;77886 JC;;;;;MAN;;;5;PRE;;;;3-feb-09;12;3-feb-10;;;60;X;60;X;60;X;60;X;60;;60;;60;;60;;60;;60;;60;;60;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMBAR;65689 JC;;;;;MAN;;16:00;10;POST;Edificio;;;16-nov-06;3;16-feb-07;DIC;0,00;100;X;100;X;100;X;100;;100;;100;;100;;100;;100;;100;;100;;100;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMERICAS I;69171 JC;;;;;MAN;;;15;PRE;Edificio;;;10-sep-09;3;10-dic-09;;;70;X;70;X;70;X;70;X;70;;70;;70;;70;;70;;70;;70;;70;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMI;73279 JC;;;;;MAN;;;15;POST;Edificio;;;13-dic-07;3;13-mar-08;N+D;0,00;80;X;80;X;80;X;80;;80;;80;;80;;80;;80;;80;;80;;80;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMISTAD;94554 JC;;;;;MAN;;;23;POST;;;;16-dic-11;3;16-mar-12;D;0,00;100;X;100;X;100;X;100;;100;;100;;100;;100;;100;;100;;100;;100;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ANA BEATRIZ - EX KARMA;77884 JC;;;;;MAN;;;15;PRE;;;;19/abr/11;3;19-jul-11;;;50;X;50;X;50;X;50;X;50;X;50;X;50;;50;;50;;50;;50;;50;;0;;;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ANDRADE;58478 JC;;;;;MAN;;;20;PRE;Of. JyC;;;10-abr-06;5;10-sep-06;;;60;X;60;X;60;X;60;X;60;;60;;60;;60;;60;;60;;60;;60;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ANGELO;65231 JC;;;;;MAN;;;6;PRE;Edificio;;;18-dic-06;3;18-mar-07;;;80;X;80;X;80;X;80;X;80;;80;;80;;80;;80;;80;;80;;80;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ANTONIETA;05946 JC;;;;;FA II;;;;;;;;;;;;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;;fecha acta entrega?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
APART HOTEL  LUXOR;35761 JC;;;;;MAN;;;11;POST;Edificio;;;5-oct-99;7;5-may-00;DIC;0,00;70;X;70;X;70;X;70;;70;;70;;70;;70;;70;;70;;70;;70;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
APART HOTEL ANTEUS;08504 JC;;;;;EOB;;;;;;;;;;;;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;;fecha acta entrega?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
APART HOTEL ARASAN;73282 JC;;;;;MAN;;;11;POST;Edificio;;;22-sep-08;6;22-mar-09;DIC;0,00;30;X;30;X;30;X;30;;30;;30;;30;;30;;30;;30;;30;;30;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Apart Hotel De La TORRE;63703 JC;;;;;MAN;;9:30;5;PRE;Edificio;;;22-jun-06;3;22-sep-06;;;75;X;75;X;75;X;75;X;75;;75;;75;;75;;75;;75;;75;;75;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AQUARELA ;04160 JC;;;;;MAN;;;15;PRE;;;;20-dic-12;3;20-mar-13;;;$;--;$;--;$;--;80;;80;;80;;80;;80;;80;;80;;80;;80;;-3;Contrato Firmado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARANDIA;56708 JC;;;;;MAN;;11:00;11;POST;Edificio;;;20-ene-10;6;20-jul-10;  ;;80;X;80;X;80;X;80;;80;;80;;80;;80;;80;;80;;80;;80;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARANIBAR ASBUN;74498 JC;;;;;MAN;;;20;POST;Edificio;;;25-mar-08;3;25-jun-08;N+D;0,00;50;X;50;X;50;X;50;;50;;50;;50;;50;;50;;50;;50;;50;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARANJUEZ;69173 JC;;;;;MAN;;;10;POST;Edificio;;;30-ago-07;6;29-feb-08;DIC;0,00;80;X;80;X;80;X;80;;80;;80;;80;;80;;80;;80;;80;;80;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARCANGEL;59655 JC;;;;;MAN;;14:30;22;POST;Edificio;;;27-oct-05;6;27-abr-06;D;0,00;100;X;100;X;100;X;100;;100;;100;;100;;100;;100;;100;;100;;100;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARPITA;09141 JC;;;;;MAN;;;15;POST;;;;6-nov-12;3;6-feb-13;;;$;--;100;X;100;X;100;;100;;100;;100;;100;;100;;100;;100;;100;;-2;Contrato Firmado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARTEMISA   A;43810 JC;;;;;MAN;;17:00;20;POST;Edificio;;;3-jul-02;6;3-ene-03;D;0,00;100;X;100;X;100;X;100;;100;;100;;100;;100;;100;;100;;100;;100;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARTEMISA   B;43811 JC;;;;;MAN;;17:00;20;POST;Edificio;;;3-jul-02;6;3-ene-03;D;0,00;100;X;100;X;100;X;100;;100;;100;;100;;100;;100;;100;;100;;100;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARZOBISPADO;34614 JC;;;;;MAN;;;27;POST;Edificio;;;9-mar-95;3;9-jun-95;N+D;0,00;100;X;100;X;100;X;100;;100;;100;;100;;100;;100;;100;;100;;100;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ASTARTE   A;53693 JC;;;;;MAN;;;22;PRE;Edificio;;;16-dic-03;3;16-mar-04;;;60;X;60;X;60;X;60;X;60;;60;;60;;60;;60;;60;;60;;60;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ASTARTE   B;53694 JC;;;;;MAN;;;22;PRE;Edificio;;;16-dic-03;3;16-mar-04;;;60;X;60;X;60;X;60;X;60;;60;;60;;60;;60;;60;;60;;60;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ATENEA;34975 JC;;;;;MAN;;10:00;23;POST;Edificio;;;11-feb-98;6;11-ago-98;D;0,00;100;X;100;X;100;X;100;;100;;100;;100;;100;;100;;100;;100;;100;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ATLANTIC A;044643 JC;;;;;MAN;;;15;PRE;Edificio;;;30-jun-12;3;30-sep-12;;;80;X;80;X;80;X;80;X;80;;80;;80;;80;;80;;80;;100;;100;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ATLANTIC B;044644 JC;;;;;MAN;;;15;PRE;Edificio;;;30-jun-12;3;30-sep-12;;;80;X;80;X;80;X;80;X;80;;80;;80;;80;;80;;80;;100;;100;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ATLANTIC C;04645 JC;;;;;MAN;;;15;PRE;Edificio;;;30-jun-12;3;30-sep-12;;;80;X;80;X;80;X;80;X;80;;80;;80;;80;;80;;80;;100;;100;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AVENTURA;91767 JC;;;;;MAN;;;10;PRE;Edificio;;;23-feb-11;6;23-ago-11;;;100;X;100;X;100;X;100;X;100;;100;;100;;100;;100;;100;;100;;100;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AXIS ARANJUEZ - A;00362 JC;;;;;MAN;;;15;PRE;Edificio;;;3-feb-12;6;3-ago-12;;;120;X;120;X;120;X;120;X;120;;120;;120;;120;;120;;120;;120;;120;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AXIS ARANJUEZ - B;00363 JC;;;;;MAN;;;15;PRE;Edificio;;;3-feb-12;6;3-ago-12;;;120;X;120;X;120;X;120;X;120;;120;;120;;120;;120;;120;;120;;120;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BANCO BISA;90630 JC;;;;;MAN;;;7;PRE;;;;20-ago-10;3;20-nov-10;;;100;X;100;X;100;X;100;X;100;;100;;100;;100;;100;;100;;100;;100;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BANCO UNION  A;11680 JC;;;;;FA II;;;;;;;;;;;;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;;fecha acta entrega?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BANCO UNION  B;11681 JC;;;;;FA II;;;;;;;;;;;;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;;fecha acta entrega?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BARAKA;70850 JC;;;;;MAN;;9:30;11;POST;Edificio;;;3-jul-07;3;3-oct-07;DIC;0,00;90;X;90;X;90;X;90;;90;;90;;90;;90;;90;;90;;90;;90;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BARI;13380 JC;;;;;FA II;;;;;;21-feb-13;;;;;;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;;fecha acta entrega?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BAYRES;84421 JC;;;;;MAN;;;15;PRE;OFIcina;;;16-nov-09;6;16-may-10;;;100;X;100;X;100;X;100;X;100;;100;;100;;100;;100;;100;;100;;100;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BAZAN  A;89572 JC;;;;;CRI;;;21;POST;;;;12-may-11;6;12-nov-11;J+A+S+O+N+D;160,00;80;;80;;80;;80;;80;;80;;80;;80;;80;;80;;80;;80;;-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BAZAN  B;89571 JC;;;;;CRI;;;21;POST;;;;12-may-11;6;12-nov-11;A+SEP;160,00;80;--;80;--;80;--;80;;80;;80;;80;;80;;80;;80;;80;;80;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BELGRANO;09828 JC;;;;;NEG;;;15;PRE;;;;21-dic-12;3;21-mar-13;;;$;--;$;--;$;--;120;;120;;120;;120;;120;;120;;120;;120;;120;;;-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BELZU;87637JC;;;;;EOB;;;;;;;;;;;;;-;;-;;-;;-;;-;;-;;-;;-;;-;;;;-;;-;;;fecha acta entrega?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BENI   A;67899 JC;;;;;MAN;;10:30;20;POST;Edificio;;;24-abr-07;3;24-jul-07;;;80;X;80;X;80;X;80;;80;;80;;80;;80;;80;;80;;80;;80;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BENI   B;67900 JC;;;;;MAN;;10:30;20;POST;Edificio;;;24-abr-07;3;24-jul-07;;;80;X;80;X;80;X;80;;80;;80;;80;;80;;80;;80;;80;;80;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MACOR = EX BORDA;07960JC;;;;;EOB;;;;;;;;;;;;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;;fecha acta entrega?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BRISAS   A;35374 JC;;;;;MAN;;15:00;20;POST;Edificio;;;9-feb-99;6;9-ago-99;DIC;0,00;80;X;80;X;80;X;80;;80;;80;;80;;80;;80;;80;;80;;80;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BRISAS   B;35375 JC;;;;;MAN;;15:00;20;POST;Edificio;;;9-feb-99;6;9-ago-99;DIC;0,00;80;X;80;X;80;X;80;;80;;80;;80;;80;;80;;80;;80;;80;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BRISAS DEL NORTE  A;02247 JC;;;;;FA II;;;;;;;;;;;;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;;fecha acta entrega?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BRISAS DEL NORTE  B;02248 JC;;;;;FA II;;;;PRE;;;;;;;;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;;fecha acta entrega?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CAFERGU ESC 01;A3143;;;;;NEG;;;15;PRE;;;;11-ene-13;3;11-abr-13;;;$;--;$;--;$;--;120;;120;;120;;120;;120;;120;;120;;120;;120;;;-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CAISO A;00229 JC;;;;;MAN;;;15;POST;;;;28-abr-12;3;28-jul-12;DIC;0,00;100;X;100;X;100;X;100;;100;;100;;100;;100;;100;;100;;100;;100;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CAISO B;00230 JC;;;;;MAN;;;15;POST;;;;28-abr-12;3;28-jul-12;DIC;0,00;100;X;100;X;100;X;100;;100;;100;;100;;100;;100;;100;;100;;100;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CAJA CORDES MONTACAMILLAS;89146 JC;;;;;CRI;;;20;POST;;;;5-abr-11;3;5-jul-11;DIC;0,00;100;;100;;100;;100;;100;;100;;100;;100;;100;;100;;100;;100;;-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CAJA CORDES SOCIAL;89147 JC;;;;;CRI;;;20;POST;;;;5-abr-11;3;5-jul-11;DIC;0,00;100;;100;;100;;100;;100;;100;;100;;100;;100;;100;;100;;100;;-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Caja de Salud de la Banca Privada;81993 JC;;;;;NEG;;;15;PRE;;;;6-abr-09;48;6-abr-13;;;$;--;$;--;$;--;100;;100;;100;;100;;100;;100;;100;;100;;100;;;-3;;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CALA CALA   A;66129 JC;;;;;MAN;;10:30;20;POST;Edificio;;;30-mar-07;6;30-sep-07;DIC;0,00;100;X;100;X;100;X;100;;100;;100;;100;;100;;100;;100;;100;;100;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CALA CALA   B;66130 JC;;;;;MAN;;10:30;20;POST;Edificio;;;30-mar-07;6;30-sep-07;DIC;0,00;100;X;100;X;100;X;100;;100;;100;;100;;100;;100;;100;;100;;100;;-2;;;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CALA I;09512 JC;;;;;EOB;;;;;;;;;;;;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;;fecha acta entrega?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CAMARA FORESTAL DEPARTAMENTAL;81540 JC;;;;;MAN;;;11;POST;;;;17-jun-09;3;17-sep-09;DIC;0,00;100;X;100;X;100;X;100;;100;;100;;100;;100;;100;;100;;100;;100;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CAMPERO;35793 JC;;;;;MAN;;10:00;12;POST;Edificio;;;3-jul-99;3;3-oct-99;DIC;0,00;100;X;100;X;100;X;100;X;100;;100;;100;;100;;100;;100;;100;;100;;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CAMPO VERDE ;35427 JC;;;;;MAN;;12:00;16;POST;Edificio;;;10-abr-99;3;10-jul-99;DIC;0,00;60;X;60;X;60;X;60;;60;;60;;60;;60;;60;;60;;60;;60;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CAMPO VERDE II;02169 JC;;;;;MAN;;;10;POST;;;;2-ago-12;6;2-feb-13;;;$;--;100;X;100;X;100;;100;;100;;100;;100;;100;;100;;100;;100;;-2;Contrato Firmado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CAMPOVERDE  Beni;78676 JC;;;;;MAN;;;11;POST;Edificio;;;2-abr-09;6;2-oct-09;DIC;0,00;100;X;100;X;100;X;100;;100;;100;;100;;100;;100;;100;;100;;100;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
