3280010- 1;BRIDA DE CHAPA SL-1;1,89
3280011- 1;BRIDA DE CHAPA SL-2;2,87
3280012- 1;BRIDA DE CHAPA SL-3 (FC);5,03
3301062- 1;SOPORTE PASAMANOS INOXIDABLE PINTADO IZQUIERDO OR02;55,72
3301062- 2;SOPORTE PASAMANOS INOXIDABLE CROMADO IZDO.OR02;174,3
3301062- 4;SOPORTE PASAMANOS INOXIDABLE CROMADO DCHO.OR02;54,39
3301062- 3;SOPORTE PASAMANOS INOXIDABLE PINTADO DCHO.OR02;73,71
3301100- 1;PLACA DE SEÑALIZACION ORONA_96 ;32,13
3301101- 1;PLACA ZAMAK R.A.E. Y Kg /PERSONAS;15,8
3301103- 1;PLACA CIEGA CABINA MD-15;0
3301105 - 1;PULSANTE DE CABINA;4,35
3301107- 1;PULSADOR METAL.DE CABINA CON HALO;8,07
3301109 - 75 ;"CUERPO PULSADOR CABINA ""SIN INSCRIPC."" ";7,22
3301109- 71;CUERPO PULSADOR CABINA }APERTURA PUERTA };8,69
3301109- 75;"CUERPO PULSADOR CABINA ""SIN INSCRIPC.""";7,15
3301110- 1;MARCO BOTONERA PISO 2 PULSADORES;25,7
3301111- 1;MARCO BOT.PISO 1 PULSADOR;32,97
3301117- 1;PULSANTE CABINA PARA LLAVE;3,37
3401101- 1;CASQUILLO SELFOIL B-10-14-10/18-2;2,33
3401103- 1;CASQUILLO SELFOIL A-10-15-10;5,82
3401105- 1;CASQUILLO SELFOIL B-14-20-20/25-3;8,02
4101037- 1;REPUESTO ENCODER SM225.60B - SM250.60B(FC);3171,51
4101093- 1;ROTOR-ESTAT.10CV.180C/H.1800 RPM.60HZ.220/380 (FC);5747,19
4101100- 1;ROTOR-ESTATOR 7,5CV 90 CONEXIONES/HORA VENTILACION PROPIA;4825,07
4101101- 1;ROTOR-ESTATOR 10CV 90 C/H.VEN.PROPIO(FC);5146,56
4101102- 1;Encoder de eje cónico para máquina gearless(FC) ;880,29
4101103- 1;ROTOR-ESTATOR 7,5CV 180 CONEXIONES/HORA VENTILACION AUXILIAR;5312,3
4101104- 1;ROTOR-ESTATOR 10CV 180CONEXIONES/HORA VENTILACION AUXILIAR;5632,51
4101114- 1;ROTOR-ESTATOR 10 CV 180 CONEXIONES/HORA M321 (FC);8238,49
4101131- 1;ENCODER MAQUINA GEARLESS (FC);1700
4101154- 1;MODULO TIRISTORES SEMIKRON SKK7 57/12E;969,23
4101155- 1;MODULO DE DIODOS SEMIKRON SKKD 81/12;1210,52
4101156- 1;ENCODER MAQUINA O-170 ORONA V3F (FC);1108,65
4101157- 1;ACOPLAMIENTO FLEXIBLE D.6-D.6,SERIE 5801(FC) ;279,08
4101159- 1;ENCODER MAQUINA O-140 V3F/LC (FC);1108,65
4101200- 1;MOTO-VENTILADOR O-130/O-170 TIPO:VA-132/60M57.47.051;2041,37
4101201- 1;MOTO VENTILADOR O-170 TIPO:VA-180/60M57,47.052;2331,88
4101203- 1;MOTO-VENTILADOR VMC 12 220V 50 Hz REIVAJ;1381,54
4101205- 1;TERMOCONTACTO 06.30.158;151,43
4101210- 1;ROTOR MOTOR O-170 10 HP REIVAJ;624,86
4104006- 1;ROTOR-ESTATOR VF 4,5CV 90CONEXIONES/HORA 220/380 (FC);5402,36
4104018- 1;ROTOR-ESTATOR 5,5CV 90CONEXIONES/HORA 230/400 (FC);4119,33
4104019- 1;ROTOR-ESTATOR 5,5CV 180CONEXIONES/HORA 230/400 (FC);4583,4
4104046- 1;ROTOR-ESTATOR 7,5 CV 90 CONEXIONES/HORA 230/400 (FC);4428,6
4104071- 1;ROTOR-ESTATOR VF 7,5 CV 5,5 KW.180CONEXIONES/HORA 220/380 (FC);5275,8
4104090- 1;VENTILADOR ALUMINIO MAQUINA O-130 1 V.;442,74
4104091- 1;VENTILADOR ALUMINIO MAQUINA O-130 2 VELOCIDADES;733,93
4104092- 1;VENTILADOR MOTOR LANCOR 4,5 CV MOD.ANTI.;861,16
4104095- 1;TAPA VENTILADOR LANCOR 4,5 CV;66,65
4104096- 1;ESCOBILLAS MOTOR Y GENERA.ROTOS 12X24X35;671,27
4104097- 1;ROTOR MOTOR LANCOR 5,5 CV O-130 2 VEL.;1950,27
4104098- 1;ROTOR MOTOR LANCOR 4,5 CV O-130 1 VEL.;1414,01
4104104- 1;KIT VENTILACION FORZADA 220/230V (REIVAJ) (FC);977,42
4104106- 1;KIT VENTILACION FORZADA 380/400V (LANCOR) (FC);1806,73
4104107- 1;KIT VENTILACION FORZADA 220/230V (LANCOR) (FC);1570,35
4104108- 1;KIT VENTILACION FORZADA 220/230V.O-130(C.E.G) (FC);720,96
4104109- 1;KIT VENTILACION FORZADA 220/230V.O-170(C.E.G) (FC);786,07
4104110- 1;RESISTOR (TERMISTOR) STM 150 DK (LANCOR-LASA);32,6
4104113- 1;MOTOR M322 2V.4 CV.230/400V.50HZ.(FC);4352,43
4104113- 2;MOTOR M322 2VELOCIDADES 5,5 CV 230/400V 50Hz (FC);4700,04
4104113- 3;MOTOR M322 2V.7,5 CV.230/400V.50HZ.(FC);5164,24
4104113- 5;MOTOR M322 2V.5,5 CV.240/415V.50HZ.(FC);4563,74
4104113- 6;MOTOR M322 2V.7,5 CV.240/415V.50HZ.(FC);5256,29
4104120- 2;MOTOR 5,5CV 230/400 M322 (FC);4181,37
4110010- 1;MOTOR MONOF.220V 4,1 KG/CM I=0,3 A 50HZ;769,06
4110023- 1;MOTOR 14KG/CM 220/380V CC/CD-890 (FH);2104,99
4238022- 1;BANDOLERA HC;169,15
4291001- 1;BOTE DE LOCTITE N 638;282,12
4291011- 1;LOCTITE 273 FIJATORNILLO 250GR;1635,84
4316094- 1;CIRIKEM 25 LIMPIADOR DESENGRASANTE;25,82
4322128- 1;KIT ELÉCTRICO PARA CONSERVACIÓN (ESPAÑOL);471,52
4322128- 2;ELECTRICAL KIT FOR MAINTENANCE (ENGLISH);471,52
4322128- 3;KIT ELECTRIQUE POUR MAINTENANCE (FRANCAISE);471,52
469012 - 3;CUADRO MANIOBRA PRINCIPAL ARCA II;2388,7
469013 - 1;CUADRO DE POTENCIA CON SALA DE MAQUINA ARCA II;6170,21
5101003- 1;BOBINA CONTACTOR FE OCIO;84,66
5101008- 1;ELECTROIMAN LINEAL DE SIMPLE EFECTO ER60-05/C(FC);475,26
5101011- 1;GRUPO BOBINA ELECTROIMAN G-556 60V. C.C.;1389,4
5101014- 1;BOBINA LEVA ELECTR.;589,11
5101015- 1;BOBINA LEVA ELECTR.;182,16
5101016- 1;BOBINA LEVA ELECT.60V/0,55D./3150ESPIRAS;194,43
5101017- 1;BOBINA CUQA RETRACT.GERVALL T-612 V 65CC;617,34
5101018- 1;BOBINA ELECTROFRENO SICOR ELT0015 (V200 MR35);16428,01
5101025- 1;BOBINA TELEMECANICA LX1 D16 110 V;82,91
5101027- 1;BOBINA TELEMECANICA LX1 D09 380 V;63,99
5101028- 1;BOBINA TELEMECANICA LX1 D09 380/440 V;52,77
5101029- 1;BOBINA TELEMECANICA LX1 D09 24 V;146,28
5101031- 1;BOBINA TELEMECANICA LX1 D25 380/400 V;203,24
5101032- 1;BOBINA TELEMECANICA LX1 D09 110 F;113,1
5101033- 1;BOBINA TELEMECANICA LX1 D25 110 F;58,09
5101034- 1;BOBINA TELEMECANICA LX6 D40 110 F;327,65
5101035- 1;BOBINA TELEMECANICA LX6 D40 110 V 50 H.;199,04
5101036- 1;BOBINA TELEMECANICA LX6 D40 220 V 50 H.;378,75
5101040- 1;BOBINA SELECTOR SIL CS 60V;213,8
5102006- 1;CABLE FLEX.UNIP.H07V-K 10 M/M2 NEGRO;11,43
5102010- 1;CONEXION DOBLE MICROFONO-ALTAVOZ PICTOGRAMAS;66,65
5102020- 1;CABLE FLEX.UNIP.H07V-K AMA-VERDE 10 M/M2;11,85
5102070- 1;CABLE MULTIPLE DO.CAPA 12X0,75 H05VVH6-F;14,22
5102071- 1;CABLE MULTIPLE DO.CAPA 14X0,75 H05VVH6-F;16,96
5102073- 1;CABLE MULTIPLE DO.CAPA 20X0,75 H05VVH6-F;24,41
5102125- 1;CABLE FLEXI.UNIP.H07V-K 2,5 M/M2 AZUL;2,87
5102138- 1;CONEXION ILUMINACION MANGUERA INICIAL L=2;25,07
5102139- 2;MANGUERA CONEXION ILUMINACION L=0,6;9,36
5102148- 1;CONEXION ILUMI.CABLE-PORTALAMPARAS HALOGENAS O LED ;17,73
5102154- 1;LAMPARA CFL GX0 109i MEGAMAN 9W 230/240V BASE GX53;123,49
5102156- 1;TERMINAL DESNUDO TUBULAR 10MM2/TORNI.M6 (FC);0,83
5102170- 1;MANGUITO PREAISLADO ROJO AMP REFERENCIA 34070;0,46
5102171- 1;TERM.PREAIS.ROJ.FAST.HEMBRA 6,35X0,8AMP;1
5102175- 1;TERMI.PREAIS.AZUL FASTON HEMBRA 6,35X0,8 EF 25063;0,75
5102178- 1;TERMINALES BURNDY REFERENCIA FFYG25;0,96
5102183- 1;CABLE CONEX CABINA PRESENTE 85 MM;12,56
5102183- 2;CABLE CONEX CABINA PRESENTE 1500 MM;13,22
5102185- 1;CABLE CONEXION TELESERV.CON PDCC LINEA TELEF.+ALARMA;15,43
5102186- 1;CABLE CONEXION TELESERV.CON PDCC LINEA BUS CAN;10,27
5102192- 1;TERM.REDOND.PREAIS.AZUL BORNAJE 5MM.(FH);0,71
5102195- 1;TERMINAL AMP LENGUE.2,8X0,5 REFERENCIA 140821-1;0,83
5102201- 1;TERMINAL OTTO RATING REFERENCIA 7796.0004;0,71
5102206- 1;TERMINAL EMPALME ROJO 0,5-0,75 MM2 AMP 735410-0;1,04
5102207- 1;TERMINAL EMPALME AZUL 1-2,5 MM2 AMP 735398-0;1,04
5102230- 1;CABLE FLEXIBLE UNIP.H07V-K 4 MM2 MARRON;5,03
5102235- 1;CABLE CONEXION PULSADORES PISO ARCA II L=70 ;5,63
5102235- 2;CABLE CONEXION PULSADORES PISO ARCA II L=200;7,03
5102236- 1;CABLE ADAPTADOR CONECTOR-REGLETA;11,89
5102237- 1;CABLE CONVERSOR PULSADOR LLAVE PISO;13,23
5102239- 1;CABLE CONEXION PULSADORES PISO;6,94
5102252- 1;CABLE CONEXION SEÑAL DE ALARMA CUADRO CABINA ARCA;3,45
5102261- 1;CABLE TRENZADO CON FUNDA 4X0,22MM2 (FC);39,71
5102279- 1;CABLE CONEXION PLACA TELESERVICIO;27,07
5102280- 1;CABLE CONEXION PLACAS DE BOTONERA (BUS);6,03
5102283- 1;CABLE CONEXION PULSADORES ARCA;6,94
5102284- 1;CABLE CONEXION PLACAS DE BOTONERA;5,41
5102294- 1;CABLE CONEXION GONG DE PISO ARCA;10,6
5102329- 1;CONEXION CORTA PARACAIDAS L=150;5,2
5102339- 1;CABLE CONEXION ENCODER MOTOR G01/G02 L=2,5 ;121,11
5102339- 2;CABLE CONEXION ENCODER MOTOR MAQUINA G02 L=5,5 ;152,33
5102343- 1;CABLE CONEXION PULSADOR OR02 L=0,8 MTS.;7,44
5102343- 2;CABLE CONEXION PULSADOR ALARMA OR02 L=1.5MT;9,27
5102345- 1;CABLE CONEXION LUZ EMERG./SOBRECARGA OR02;6,99
5102348- 12;CABLE CONEXION ILUMINACION 12 CONECTORES OR02;145,03
5102351- 1;CONEXION UTP CATEGORIA 5 (RJ-45) LONG=5 ;53,52
5102352- 1;CONEXION UTP CATEGORIA 5 (RJ-45) L=10 ;34,1
5102376- 1;ADAPTADOR HC-PHOENIX-AMP;68,11
5102377- 1;ADAPTADOR HC-PC L=1500;59
5102381- 1;CABLE CONEXION VENTILADOR/ILUMINACION L=70;9,23
5102386- 1;CABLE CONEXION INDICADOR POSICION (ARCA II) OR02 ;13,04
5102387- 1;CABLE CONEXION INTERRUPTOR SIN REGISTRO (ARCA II) OR02;8,94
5102388- 1;CABLE CONEXION PL.EXTENS. N=1 (ARCA II) OR02;5,78
5102388- 5;CABLE CONEXION PLACA EXTENSION N=5 (ARCA II) OR02;29,06
5102426- 1;CONEXION ENCODER MOTOR SINCRONO ARCA II;121,83
5102428- 1;CONEXION PLACA TELESERVICIO ARCA;67,36
5102439- 1;CABLE CONEXION SISTEMA RESCATE M322-2004;78,71
5102445- 1;CONEXION GUIAS A TIERRA L=4;9,44
5102461- 1;CONEXION ENCODER MOTOR ASINCRONO SP ;1226,16
5102510- 1;CONJUNTO ENCODER MOTOR CONTROL TECHNIQUES ;1386,09
5102510-1;CONJ. ENCODER MOTOR CONTROL TECHNIQUES;1386,09
5102519- 1;CABLE CONEXION TELESERV.CON PDCC ALIMEN.PLACA TELESERVICIO;6,86
5102520- 1;CABLE CONEXION PLACA PAT C/PDCC LINEA TELESERVICIO+ALAR+ALIM;82,79
5102521- 1;CONECTOR PUENTE ALIMENTACION ALARMA S/TELESERVICIO;10,06
5102522- 1;CONVERSOR DE 2 POLOS PASO DE 5,08 A 2,54 ;15,16
5102523- 1;CONVERSOR DE 4 POLOS PASO DE 5,08 A 2,54 ;24,68
5102524- 1;CONVERSOR DE 6 POLOS PASO DE 5,08 A 2,54 ;34,59
5102538- 1;CABLE TRANSMISION DATOS RJ 45(FC);7,4
5102538- 2;CABLE TRANSMISION DATOS RJ 45(FC);11,14
5102539- 1;CABLE HC (FC);71,73
5102544- 1;CABLE CONEXION ENCODER MOTOR OMRON L=0,6;131,23
5102561- 1;CABLE CONEXION BUS CAN PPQ;26,53
5102580- 1;CABLE CONEXION MOTORREDUCTORES 5.2m;70,19
5102603- 1;ADAPTADOR CONECT.PASO 2,54 HEMB.5 POL.MACH.2 POLOS;16,42
5102604- 1;ADAPTADOR CONECT.PASO 2,54 2 POL.PASO 5,08 3 POLOS ;25,52
5102691- 1;CABLE CONEXION PULSADORES DMG KAVA C/RETOR L=110;44,49
5102691- 2;CABLE CONEXION PULSADORES DMG KAVA C/RETOR L=1500;49,27
5102707- 1;CONEXION GUIAS A TIERRA L=6;21,91
5102707- 2;CONEXION GUIAS A TIERRA L=12;42,41
5102708- 1;CONEXION GUIAS A TIERRA L=10;33,45
5102708- 2;CONEXION GUIAS A TIERRA L=10;35,43
5102711- 1;CONVERSOR PARA J2 GATEWAY;82,08
5102716- 1;CONVERSOR J2/J9/J11 TELESERVICIO 2005 L=300;66,65
5102749- 1;CABLE CONEXION LSB SINTESIS VOZ 2005 PARA ARCA;38,3
5104001- 1;CONDENSADOR ELEC.RADIAL 2200UF 100V (FH);34,05
5104003- 1;CONDENSADOR ELEC.RADIAL 1000UF 100V (FH);40,04
5104005- 1;CONDENSADOR ELEC.RADIAL 680UF 100V (FH);15,34
5104007- 1;CONDEN. 15nF 630V CONT. TECH, Part Nº: 9500-0083;202,7
5104067- 1;CONDENSADOR ELECTROLIT.AXIAL 25UF 200V.;2,66
5104095- 1;CONDENSADOR DE ALTERNA 2UF 400/450V (FH);38,46
5104096- 1;CONDENSADOR DE ALTERNA 1UF 400V (FC);17,46
5104111- 1;MODULO RC 0,47UF/220 OHM.-250V AC.(FC);5,28
5105015- 1;REGLETA DE CONEXION 12 BORNAS 6 MM2 COLOR NEGRO(FC;4,24
5105018- 1;REGLETA DE CONEXION 12 BORNAS 10 mm2 COLOR NEGRO;8,65
5105020- 1;ADAPTADOR DB9 HEMBRA-HEMBRA;16,26
5105049- 1;CONECTOR MACHO PHOENIX REF.UMSTBVK 2,5/12 G-5,08;11,1
5105218- 1;CONECTOR HEMBRA HZ PASO 5,08 2 5 POLOS (FH) ;2,68
5105219- 1;CONECTOR HEMBRA HZ PASO 5,08 2 7 POLOS (FH);3,74
5105220- 1;CONECTOR HEMBRA HZ PASO 5,08 2 3 POLOS (FH) ;1,63
5105224- 1;CONECTOR HEMBRA HZ PASO 5,08 2 4 POLOS (FH);2,12
5105225- 1;CONECTOR HEMBRA HZ PASO 5,08 2 POLOS (FH);1,08
5105300- 1;CONECTOR HEMBRA MINI 4 POLOS (FC);2,19
5105301- 1;CONECTOR HEMBRA VERTICAL 7 POLOS PASO 5,08 (FC);3,82
5105303- 1;CONECTOR HEMBRA VERTICAL 2 POLOS PASO 5,08 (FC);1,08
5105304- 1;CONECTOR HEMBRA VERTICAL 3 POLOS PASO 5,08 (FC);1,66
5105305- 1;CONECTOR HEMBRA VERTICAL 4 POLOS PASO 5,08 (FC);2,16
5105305-1;CONECTOR HEMBRA VERTICAL 4 POLOS PASO 5,08 (FC);2,19
5105306- 1;CONECTOR HEMBRA VERTICAL 5 POLOS PASO 5,08 (FC);2,7
5105307- 1;CONECTOR HEMBRA VERTICAL 9 POLOS PASO 5,08 (FC) ;4,88
5105308- 1;CONECTOR HEMBRA VERTICAL 2 POLOS PASO 7,62 (FC);1,46
5105309- 1;CONECTOR HEMBRA VERTICAL 3 POLOS PASO 7,62 (FC) ;2,19
5105309-1;CONECTOR HEMBRA VERTICAL 3 POLOS PASO 7,62 (FC);2,19
5105310- 1;CONECTOR HEMBRA VERTICAL 4 POLOS PASO 7,62 (FC);2,91
5105311- 1;CONECTOR HEMBRA VERTICAL 5 POLOS PASO 7,62 (FC);3,62
5105312- 1;CONECTOR HEMBRA VERTICAL 6 POLOS PASO 7,62 (FC);4,38
5105313- 1;CONECTOR HEMBRA VERTICAL 7 POLOS PASO 7,62 (FC) ;5,1
5105313-1;CONECTOR HEMBRA VERTICAL 7 POLOS PASO 7,62 (FC);5,1
5105314- 1;CONECTOR HEMBRA VERTICAL 11 POLOS PASO 7,62 (FC);4,23
5105316- 1;CONECTOR HEMBRA VERTICAL 12 POLOS PASO 5,08 (FC);6,54
5105317- 1;CONECTOR HEMBRA HORIZONTAL 15 POLOS PASO 5;15,42
5105318- 1;CONECTOR HEMBRA VERTICAL 10 POLOS PASO 5,08 (FC);5,52
5105319- 1;CONECTOR HEMBRA VERTICAL 6 POLOS PASO 5,08 (FC);3,33
5105320- 1;CONECTOR HEMBRA DERIVACION 3 POLOS WAGO 730-103;13,57
5105321- 1;CONECTOR MACHO DERIVACION 3 POLOS WAGO 730-113;13,12
5105322 - 1;CONECTOR HEMBRA CABLE PLANO 4 POLOS PASO 2,54 (FC);0,95
5105322-1;CONECTOR HEMBRA CABLE PLANO 4 POLOS PASO 2,54 (FC);0,95
5105323- 1;CONECTOR HEMBRA VERTICAL 8 POLOS PASO 5,08 (FC);4,38
5105326- 1;CONECTOR HEMBRA HORIZONTAL 5 POLOS PASO 7,62 (FC);4,04
5105329- 1;PIEZA CIEGA PHOENIX REF. MSTB-BL;0,29
5105334- 1;CONECTOR HEMBRA VERTICAL 8 POLOS PASO 7,62 (FC);5,82
5105335- 1;CONECTOR HEMBRA VERTICAL 9 POLOS PASO 7,62 (FC);6,58
5105342- 7;CONECTOR 7 POLOS PHOENIX UMSTBVK 2,5/7-G-5,08 (FC);6,58
5105346- 2;CONECTOR HEMBRA VERTICAL 2 POLOS PASO 3,81 (FC);1,04
5105346- 6;CONECTOR HEMBRA VERTICAL 6 POLOS PASO 3,81 (FC);3,2
5105346-6;CONECTOR HEMBRA VERTICAL 6 POLOS PASO 3,81 (FC);3,21
5106021- 1;CONTACTOR LC1 D0910-M5 TELEMECANICA;157,09
5106033- 1;CONTACTOR LC1 D2501-F5 TELEMECANICA;328,61
5106034- 1;CONTACTOR LC1 D4011-F5 S066 TELEMECANICA;799,25
5106035- 1;CONTACTOR LC1 D5011-F5 S066 TELEMECANICA;1185,65
5106036- 1;CONTACTOR LC1 D6511-F5 S066 TELEMECANICA;1842,12
5106037- 1;CONTACTOR LC1 D8011-F5 S066 TELEMECANICA;1819,17
5106038- 1;CONTACTOR LC1 D3201-F7 TELEMECANICA;478,54
5106039- 1;CONTACTOR LC1 D1801-F5 TELEMECANICA;287,82
5106046- 1;CONTACTOR LC1 D0901-F5 TELEMECANICA;269,44
5106048- 1;MINICONTACTOR LC1-K0601-F7 TELEMECANICA;184,41
5106049- 1;MODULO ANTIPARASITARIO LA4-KE1FC TELEMECANICA;70,48
5106075- 1;ENCLAVAN.MEC.LA9-D50978 TELEMECANICA;109,4
5106109- 1;CONTACTOR TRIPOLAR 110VAC 12A AC3 5,5KW 400V(FC);96,84
5106110- 1;CONTACTOR TRIPOLAR 230VAC 12A AC3 5,5KW 400V(FC);59,71
5106111- 1;CONTACTOR AUXILIAR 2NA+2NC 230VAC 6A AC14/15 230V(FC);48,9
5106112- 1;BLOQUE CONTACTO AUXIL. 1NA+1NC 6A AC14/15 230V(FC);12,77
5106112- 2;BLOQUE CONTACTO AUXIL. 2NA+2NC 6A AC14/15 230V(FC);21,83
5106134- 1;CONTACTOR LP1 D5011-ND TELEMECANICA;1660,62
5106164- 1;CONTACTOR GENERAL ELECTRIC CL06A300M6 (220VAC)(FC);683,33
5106167- 1;CONTACTOR GENERAL ELECTRIC CL07E300MWJ (110 AC/DC);543,66
5106167- 2;CONTACTOR GENERAL ELECTRIC CL08E300MWJ(110 AC/DC);567,36
5106167- 3;CONTACTOR GENERAL ELECTRIC CL09E300MWJ (110 AC/DC);675,8
5106167- 4;CONTACTOR GENERAL ELECTRIC CL10E300MWJ (110 AC/DC);778,29
5106168- 1;CONTACTOR GENERAL ELECTRIC CL03A301M6;120,91
5106169- 1;CONTACTOR GENERAL ELECTRIC CL04D301MH;514,01
5106170 - 1 ;INVERSOR GENERAL ELECTRIC MI1S-OOS-AU3 ;121,72
5106171- 1;BLOQUE AUXILIAR GENE.ELECTRIC INSTAN.MARN-422-AT;21,41
5106172- 1;CONTACTOR GENERAL ELECTRIC CL00A301T3;55,68
5106173- 1;CONTACTOR GENERAL ELECTRIC CL01A301T3;56,3
5106174- 1;CONTACTOR GENERAL ELECTRIC CL02A301T3;60,83
5106175- 1;CONTACTOR GENERAL ELECTRIC CL25A300T3;102,54
5106176- 1;CONTACTOR GENERAL ELECTRIC CL04A301M3;134,93
5106177- 1;CONTACTOR GENERAL ELECTRIC CL45A300M3;171,14
5106178- 1;CONTACTOR GENERAL ELECTRIC CL06A300M3;224,24
5106179- 1;CONTACTOR GENERAL ELECTRIC CL07A300M3;323,95
5106180- 1;CONTACTOR GENERAL ELECTRIC CL08A300M3;393,22
5106181- 1;CONTACTOR GENERAL ELECTRIC CL09A300M3;551,31
5106182- 1;CONTACTOR GENERAL ELECTRIC CL10A300M3;750,31
5106183- 1;BLOQUEO MECANICO GENERAL ELECTRIC BELA;10,48
5106184- 1;BLOQUEO MECANICO GENERAL ELECTRIC BEL;39,42
5106185- 1;BLOQUE MECANICO/ELECTR.GENERAL ELECTRIC BELA02;32,85
5106186- 1;BLOQUE AUXILIAR INSTANT.1NC GEN.ELECTR.BCLF01;6,28
5106187- 1;BLOQUE AUXILIAR INSTANT.1NO GEN.ELECTR.BCLF10;6,28
5106188- 1;BLOQUE AUXILIAR INSTALACION LATERAL 2NO GENERAL ELECTRIC BCLL20;23,04
5106189- 1;BLOQUE AUXILIAR INSTALACION LATERAL 1NO+1NC GENERAL ELECTRIC BCLL11;16,26
5106191- 1;BLOQUE ANTIPARASITARIO GENERAL ELECTRIC MP0A-AE2;8,44
5106195- 1;MINICONT.AUX.G.E. 3NA+1NC 24VDC MCRC-031-ATD;58,13
5106196- 1;MINICONT.TRIP.G.E.9A 1NC 110AC MC1A-301-AT3;45,28
5106197- 1;INVERSOR GENERAL ELEC. MJ1S-OOS-AUD 24VDC;178,75
5106199- 1;CONTACTOR GENERAL ELECTRIC CL03A301M3;120,91
5106216- 1;MINICONT.TETRA.G.E.9A 2NO+2NC 110VAC MC1A-B00-AT3;43,04
5106217- 1;BLOQUE AUXILIAR 1NO+3NC G.E.MARN-413-AT;21,41
5106218- 1;MINICONT.AUX.G.E.1NO+3NC 220VAC MCRA-013-AT5;43,74
5106220- 1;BLOQUE AUXILIAR LATERAL 1NC G.ELECTRIC MARL-101-AT;9,98
5106221- 1;MINICONT.TRIP.G.E.12A 1NC 220AC MC2A-301-AT5;51,85
5106222- 1;BLOQUE AUXILIAR LATERAL 1NO G.ELECTRIC MARL-110-AT;9,98
5106225- 1;CONTACTOR GENERAL ELECTRIC CL01D301TRJ-L;113,22
5106226- 1;CONTACTOR GENERAL ELECTRIC CL02D301TRJ-L;117,34
5106227- 1;CONTACTOR GENERAL ELECTRIC CL03D301MRJ-L;185,24
5107006 - 1;CONTACTO DE SEGURIDAD ALJO REFERENCIA 112 MS ;715,63
5109089 - 1;INT. DIFER. ALTA INMUN. 4P 25A 300MA CLASE SI(FC);359,21
5109094 - 1;INTERRUPTOR AUTOMATICO 4P 4PA CURVA C;78,47
5110054 - 1; FINAL DE CARRERA (FH) ;75,03
5110085 - 1;CAPTADOR ORONA DE POSICION;403,4
5110086 - 1 ;CAPTADOR ORONA OR4 2 CONTACTOS ABIERTOS ;310,56
5110087 - 1;CAPTADOR ORONA DE POSICION ORS1 ;490,68
5110093 - 1;INTERRUPTOR FINAL DE CARRERA D4N OMRON;63,92
5110095 - 1 ;FINAL DE CARRERA OMRON D4N1A2H ;83,31
5110102 - 1 ;INTERRUPTORES MAGNETICOS CO/CU CON CONECTOR ;139,63
5110103 - 1 ;INTERRUPTORES MAGNETICOS CB/CS CON CONECTOR;105,16
5110105 - 1;IMAN PERMANENTE PLASTICO STEM REFERENCIA MP P150 015 006  15 CM;4,27
